,run,epoch,loss,epoch_duration,run duration,learning_rate,num_epoch
0,1,1,0.4282069370771448,29.87956976890564,29.87956976890564,0.001,35
1,1,2,0.4072240279056132,29.61542010307312,59.49598956108093,0.001,35
2,1,3,0.3783580955738823,29.706729412078857,89.20271897315979,0.001,35
3,1,4,0.36516163824126124,29.742979288101196,118.94569826126099,0.001,35
4,1,5,0.3553051680792123,29.737001419067383,148.68370008468628,0.001,35
5,1,6,0.34373752656392753,29.711713790893555,178.39541387557983,0.001,35
6,1,7,0.3334829741312812,29.815489768981934,208.21090364456177,0.001,35
7,1,8,0.32752728221627575,29.99115538597107,238.20205903053284,0.001,35
8,1,9,0.3202858065875868,29.743799448013306,267.94685792922974,0.001,35
9,1,10,0.3138320893825342,29.68011212348938,297.6269700527191,0.001,35
10,1,11,0.3110218388028443,29.81129550933838,327.43926548957825,0.001,35
11,1,12,0.3052217971999198,29.700203895568848,357.1394693851471,0.001,35
12,1,13,0.29937735153362155,29.844065189361572,386.98353457450867,0.001,35
13,1,14,0.29706659835452837,29.755629301071167,416.7401633262634,0.001,35
14,1,15,0.2921127784065902,29.73884892463684,446.47901225090027,0.001,35
15,1,16,0.28940888222617406,29.633927583694458,476.1129398345947,0.001,35
16,1,17,0.2851314293220639,29.808021783828735,505.92096161842346,0.001,35
17,1,18,0.28145788167603314,29.69197964668274,535.6129412651062,0.001,35
18,1,19,0.272588027951618,30.67745018005371,566.2903914451599,0.001,35
19,1,20,0.2655514527577907,29.733378410339355,596.0237698554993,0.001,35
20,1,21,0.26320057082921267,29.693631410598755,625.717401266098,0.001,35
21,1,22,0.25432502788801986,29.88911747932434,655.6065187454224,0.001,35
22,1,23,0.2525523997998486,29.82335066795349,685.4298694133759,0.001,35
23,1,24,0.24707840530512235,29.77490234375,715.2047717571259,0.001,35
24,1,25,0.2425464834086597,29.727559566497803,744.9333307743073,0.001,35
25,1,26,0.23825123347342014,29.7007155418396,774.6340463161469,0.001,35
26,1,27,0.23401754908263683,29.76523184776306,804.3992781639099,0.001,35
27,1,28,0.22733660220789412,29.716018199920654,834.1152963638306,0.001,35
28,1,29,0.22047584783285856,29.756181240081787,863.8714776039124,0.001,35
29,1,30,0.2160249901159356,29.728084087371826,893.5995616912842,0.001,35
30,1,31,0.21138129523023963,29.78125810623169,923.3808197975159,0.001,35
31,1,32,0.20445051665107408,29.775152683258057,953.1559724807739,0.001,35
32,1,33,0.19944427476730198,29.723026037216187,982.8799986839294,0.001,35
33,1,34,0.19383328206216296,29.72404146194458,1012.604040145874,0.001,35
34,1,35,0.18812642937215665,29.755388736724854,1042.3594288825989,0.001,35
